Ran 3000 trials (size 10×10, density 0.100, threshold 0.010). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 29×29, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 4, 0.8 ± 1.
Ran 3000 trials (size 30×30, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 7, 1.0 ± 1.
Ran 3000 trials (size 31×31, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 6, 1.2 ± 1.
Ran 3000 trials (size 32×32, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 6, 1.4 ± 1.
Ran 3000 trials (size 33×33, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 6, 1.7 ± 1.
Ran 3000 trials (size 34×34, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 7, 1.9 ± 1.
Ran 3000 trials (size 35×35, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 9, 2.2 ± 1.
Ran 3000 trials (size 36×36, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 10, 2.6 ± 1.
Ran 3000 trials (size 37×37, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 10, 2.8 ± 1.
Ran 3000 trials (size 38×38, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 11, 3.2 ± 2.
Ran 3000 trials (size 39×39, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 11, 3.6 ± 2.
Ran 3000 trials (size 40×40, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 13, 3.9 ± 2.
Ran 3000 trials (size 41×41, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 15, 4.1 ± 2.
Ran 3000 trials (size 42×42, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 17, 4.5 ± 2.
Ran 3000 trials (size 43×43, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 14, 4.9 ± 2.
Ran 3000 trials (size 44×44, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 15, 5.4 ± 2.
Ran 3000 trials (size 45×45, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 0, 16, 5.8 ± 2.
Ran 3000 trials (size 46×46, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 1, 19, 6.2 ± 2.
Ran 3000 trials (size 47×47, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 1, 17, 6.6 ± 2.
Ran 3000 trials (size 48×48, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 1, 20, 7.1 ± 3.
Ran 3000 trials (size 49×49, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 1, 19, 7.4 ± 3.
Ran 3000 trials (size 50×50, density 0.100, threshold 0.060). Steps (min, max, mean±stddev): 1, 20, 8.0 ± 3.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 2, 0.1 ± 0.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 2, 0.1 ± 0.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 3, 0.2 ± 0.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 4, 0.3 ± 1.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 4, 0.5 ± 1.
Ran 3000 trials (size 26×26, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 7, 0.7 ± 1.
Ran 3000 trials (size 27×27, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 5, 0.9 ± 1.
Ran 3000 trials (size 28×28, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 8, 1.1 ± 1.
Ran 3000 trials (size 29×29, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 7, 1.4 ± 1.
Ran 3000 trials (size 30×30, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 7, 1.7 ± 1.
Ran 3000 trials (size 31×31, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 7, 2.0 ± 1.
Ran 3000 trials (size 32×32, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 11, 2.3 ± 1.
Ran 3000 trials (size 33×33, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 9, 2.7 ± 1.
Ran 3000 trials (size 34×34, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 11, 2.9 ± 2.
Ran 3000 trials (size 35×35, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 11, 3.4 ± 2.
Ran 3000 trials (size 36×36, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 13, 3.8 ± 2.
Ran 3000 trials (size 37×37, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 15, 4.2 ± 2.
Ran 3000 trials (size 38×38, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 14, 4.6 ± 2.
Ran 3000 trials (size 39×39, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 15, 5.0 ± 2.
Ran 3000 trials (size 40×40, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 1, 15, 5.4 ± 2.
Ran 3000 trials (size 41×41, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 1, 17, 5.8 ± 2.
Ran 3000 trials (size 42×42, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 0, 18, 6.3 ± 3.
Ran 3000 trials (size 43×43, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 1, 19, 6.7 ± 3.
Ran 3000 trials (size 44×44, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 1, 18, 7.3 ± 3.
Ran 3000 trials (size 45×45, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 1, 20, 7.7 ± 3.
Ran 3000 trials (size 46×46, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 1, 22, 8.2 ± 3.
Ran 3000 trials (size 47×47, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 2, 24, 8.7 ± 3.
Ran 3000 trials (size 48×48, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 2, 25, 9.2 ± 3.
Ran 3000 trials (size 49×49, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 1, 23, 9.6 ± 3.
Ran 3000 trials (size 50×50, density 0.100, threshold 0.070). Steps (min, max, mean±stddev): 2, 31, 10.2 ± 3.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 2, 0.0 ± 0.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 2, 0.1 ± 0.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 3, 0.2 ± 0.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 4, 0.3 ± 1.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 5, 0.5 ± 1.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 6, 0.7 ± 1.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 6, 0.9 ± 1.
Ran 3000 trials (size 26×26, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 7, 1.2 ± 1.
Ran 3000 trials (size 27×27, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 10, 1.5 ± 1.
Ran 3000 trials (size 28×28, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 8, 1.8 ± 1.
Ran 3000 trials (size 29×29, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 10, 2.1 ± 1.
Ran 3000 trials (size 30×30, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 10, 2.4 ± 1.
Ran 3000 trials (size 31×31, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 10, 2.9 ± 2.
Ran 3000 trials (size 32×32, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 12, 3.3 ± 2.
Ran 3000 trials (size 33×33, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 11, 3.7 ± 2.
Ran 3000 trials (size 34×34, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 16, 4.2 ± 2.
Ran 3000 trials (size 35×35, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 17, 4.6 ± 2.
Ran 3000 trials (size 36×36, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 14, 5.1 ± 2.
Ran 3000 trials (size 37×37, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 19, 5.6 ± 2.
Ran 3000 trials (size 38×38, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 17, 6.0 ± 2.
Ran 3000 trials (size 39×39, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 1, 21, 6.5 ± 3.
Ran 3000 trials (size 40×40, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 1, 23, 7.0 ± 3.
Ran 3000 trials (size 41×41, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 1, 24, 7.6 ± 3.
Ran 3000 trials (size 42×42, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 0, 23, 8.1 ± 3.
Ran 3000 trials (size 43×43, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 2, 29, 8.7 ± 3.
Ran 3000 trials (size 44×44, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 2, 25, 9.2 ± 3.
Ran 3000 trials (size 45×45, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 1, 23, 9.7 ± 3.
Ran 3000 trials (size 46×46, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 2, 26, 10.2 ± 4.
Ran 3000 trials (size 47×47, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 2, 27, 10.9 ± 4.
Ran 3000 trials (size 48×48, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 2, 35, 11.5 ± 4.
Ran 3000 trials (size 49×49, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 2, 32, 11.9 ± 4.
Ran 3000 trials (size 50×50, density 0.100, threshold 0.080). Steps (min, max, mean±stddev): 3, 29, 12.6 ± 4.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 2, 0.0 ± 0.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 3, 0.1 ± 0.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 2, 0.1 ± 0.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 3, 0.2 ± 0.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 5, 0.4 ± 1.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 5, 0.6 ± 1.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 6, 0.9 ± 1.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 7, 1.2 ± 1.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 8, 1.5 ± 1.
Ran 3000 trials (size 26×26, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 7, 1.8 ± 1.
Ran 3000 trials (size 27×27, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 8, 2.2 ± 1.
Ran 3000 trials (size 28×28, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 11, 2.6 ± 2.
Ran 3000 trials (size 29×29, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 10, 3.0 ± 2.
Ran 3000 trials (size 30×30, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 12, 3.4 ± 2.
Ran 3000 trials (size 31×31, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 13, 3.9 ± 2.
Ran 3000 trials (size 32×32, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 16, 4.3 ± 2.
Ran 3000 trials (size 33×33, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 20, 4.9 ± 2.
Ran 3000 trials (size 34×34, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 17, 5.3 ± 2.
Ran 3000 trials (size 35×35, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 20, 5.9 ± 3.
Ran 3000 trials (size 36×36, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 18, 6.4 ± 3.
Ran 3000 trials (size 37×37, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 1, 18, 6.9 ± 3.
Ran 3000 trials (size 38×38, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 1, 21, 7.4 ± 3.
Ran 3000 trials (size 39×39, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 0, 22, 8.1 ± 3.
Ran 3000 trials (size 40×40, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 1, 25, 8.7 ± 3.
Ran 3000 trials (size 41×41, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 1, 23, 9.3 ± 3.
Ran 3000 trials (size 42×42, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 2, 31, 9.9 ± 4.
Ran 3000 trials (size 43×43, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 2, 27, 10.5 ± 4.
Ran 3000 trials (size 44×44, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 2, 39, 11.2 ± 4.
Ran 3000 trials (size 45×45, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 2, 33, 11.7 ± 4.
Ran 3000 trials (size 46×46, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 2, 28, 12.2 ± 4.
Ran 3000 trials (size 47×47, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 3, 32, 13.0 ± 4.
Ran 3000 trials (size 48×48, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 3, 31, 13.6 ± 5.
Ran 3000 trials (size 49×49, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 3, 38, 14.2 ± 5.
Ran 3000 trials (size 50×50, density 0.100, threshold 0.090). Steps (min, max, mean±stddev): 3, 44, 15.0 ± 5.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 2, 0.1 ± 0.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 3, 0.2 ± 0.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 5, 0.3 ± 1.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 5, 0.6 ± 1.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 5, 0.8 ± 1.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 6, 1.0 ± 1.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 8, 1.4 ± 1.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 10, 1.7 ± 1.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 9, 2.1 ± 1.
Ran 3000 trials (size 26×26, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 13, 2.6 ± 2.
Ran 3000 trials (size 27×27, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 13, 3.0 ± 2.
Ran 3000 trials (size 28×28, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 13, 3.4 ± 2.
Ran 3000 trials (size 29×29, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 15, 3.8 ± 2.
Ran 3000 trials (size 30×30, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 16, 4.4 ± 2.
Ran 3000 trials (size 31×31, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 18, 4.9 ± 2.
Ran 3000 trials (size 32×32, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 19, 5.5 ± 3.
Ran 3000 trials (size 33×33, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 21, 6.1 ± 3.
Ran 3000 trials (size 34×34, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 1, 20, 6.7 ± 3.
Ran 3000 trials (size 35×35, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 1, 22, 7.2 ± 3.
Ran 3000 trials (size 36×36, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 1, 25, 7.8 ± 3.
Ran 3000 trials (size 37×37, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 1, 27, 8.6 ± 3.
Ran 3000 trials (size 38×38, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 1, 26, 9.2 ± 4.
Ran 3000 trials (size 39×39, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 1, 31, 9.9 ± 4.
Ran 3000 trials (size 40×40, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 1, 28, 10.4 ± 4.
Ran 3000 trials (size 41×41, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 2, 30, 11.2 ± 4.
Ran 3000 trials (size 42×42, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 2, 36, 11.5 ± 4.
Ran 3000 trials (size 43×43, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 2, 34, 12.4 ± 4.
Ran 3000 trials (size 44×44, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 3, 36, 13.2 ± 4.
Ran 3000 trials (size 45×45, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 3, 38, 13.6 ± 5.
Ran 3000 trials (size 46×46, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 4, 42, 14.4 ± 5.
Ran 3000 trials (size 47×47, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 3, 41, 15.2 ± 5.
Ran 3000 trials (size 48×48, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 3, 44, 15.9 ± 5.
Ran 3000 trials (size 49×49, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 3, 61, 16.7 ± 5.
Ran 3000 trials (size 50×50, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 3, 44, 17.2 ± 6.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 2, 0.0 ± 0.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 2, 0.1 ± 0.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 4, 0.2 ± 0.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 4, 0.4 ± 1.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 8, 0.7 ± 1.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 7, 1.0 ± 1.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 8, 1.4 ± 1.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 10, 2.0 ± 2.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 15, 2.5 ± 2.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 17, 3.2 ± 2.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 18, 3.8 ± 2.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 20, 4.5 ± 2.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 18, 5.1 ± 3.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 25, 5.9 ± 3.
Ran 3000 trials (size 26×26, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 24, 6.6 ± 3.
Ran 3000 trials (size 27×27, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 25, 7.4 ± 3.
Ran 3000 trials (size 28×28, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 1, 33, 8.1 ± 4.
Ran 3000 trials (size 29×29, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 36, 9.1 ± 4.
Ran 3000 trials (size 30×30, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 31, 9.7 ± 4.
Ran 3000 trials (size 31×31, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 0, 34, 10.8 ± 5.
Ran 3000 trials (size 32×32, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 2, 39, 11.6 ± 5.
Ran 3000 trials (size 33×33, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 3, 47, 12.6 ± 5.
Ran 3000 trials (size 34×34, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 2, 43, 13.2 ± 5.
Ran 3000 trials (size 35×35, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 2, 45, 14.3 ± 5.
Ran 3000 trials (size 36×36, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 1, 43, 15.0 ± 6.
Ran 3000 trials (size 37×37, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 3, 50, 16.1 ± 6.
Ran 3000 trials (size 38×38, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 3, 56, 17.1 ± 6.
Ran 3000 trials (size 39×39, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 3, 52, 18.4 ± 7.
Ran 3000 trials (size 40×40, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 4, 59, 19.1 ± 7.
Ran 3000 trials (size 41×41, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 4, 60, 20.1 ± 7.
Ran 3000 trials (size 42×42, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 5, 59, 21.2 ± 7.
Ran 3000 trials (size 43×43, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 5, 55, 22.2 ± 8.
Ran 3000 trials (size 44×44, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 4, 74, 23.2 ± 8.
Ran 3000 trials (size 45×45, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 5, 64, 24.3 ± 8.
Ran 3000 trials (size 46×46, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 7, 63, 25.2 ± 8.
Ran 3000 trials (size 47×47, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 7, 73, 26.4 ± 8.
