Ran 1000 trials (size 10×10, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 0, 207, 20.7 ± 18.
Ran 1000 trials (size 29×29, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 28, 298, 95.7 ± 42.
Ran 1000 trials (size 30×30, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 34, 409, 101.4 ± 48.
Ran 1000 trials (size 31×31, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 28, 362, 107.2 ± 51.
Ran 1000 trials (size 32×32, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 31, 407, 110.2 ± 49.
Ran 1000 trials (size 33×33, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 34, 530, 112.8 ± 49.
Ran 1000 trials (size 34×34, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 29, 499, 121.5 ± 58.
Ran 1000 trials (size 35×35, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 35, 439, 121.6 ± 55.
Ran 1000 trials (size 36×36, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 37, 428, 124.3 ± 55.
Ran 1000 trials (size 37×37, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 48, 465, 131.7 ± 59.
Ran 1000 trials (size 38×38, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 46, 639, 135.1 ± 64.
Ran 1000 trials (size 39×39, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 43, 494, 139.2 ± 61.
Ran 1000 trials (size 40×40, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 42, 513, 141.9 ± 63.
Ran 1000 trials (size 41×41, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 51, 524, 146.1 ± 62.
Ran 1000 trials (size 42×42, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 47, 526, 151.0 ± 65.
Ran 1000 trials (size 43×43, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 55, 527, 157.8 ± 68.
Ran 1000 trials (size 44×44, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 59, 667, 165.3 ± 75.
Ran 1000 trials (size 45×45, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 56, 627, 166.1 ± 71.
Ran 1000 trials (size 46×46, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 58, 600, 163.7 ± 70.
Ran 1000 trials (size 47×47, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 60, 539, 171.8 ± 70.
Ran 1000 trials (size 48×48, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 62, 698, 175.6 ± 77.
Ran 1000 trials (size 49×49, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 53, 574, 175.3 ± 70.
Ran 1000 trials (size 50×50, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 62, 736, 184.1 ± 80.
Ran 1000 trials (size 10×10, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 0, 88, 17.0 ± 12.
Ran 1000 trials (size 11×11, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 2, 84, 20.0 ± 13.
Ran 1000 trials (size 12×12, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 4, 171, 23.6 ± 15.
Ran 1000 trials (size 13×13, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 3, 175, 28.0 ± 17.
Ran 1000 trials (size 14×14, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 6, 185, 30.5 ± 17.
Ran 1000 trials (size 15×15, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 6, 136, 33.8 ± 18.
Ran 1000 trials (size 16×16, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 9, 161, 37.6 ± 20.
Ran 1000 trials (size 17×17, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 10, 210, 42.1 ± 22.
Ran 1000 trials (size 18×18, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 9, 236, 45.3 ± 25.
Ran 1000 trials (size 19×19, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 11, 236, 48.1 ± 25.
Ran 1000 trials (size 20×20, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 13, 187, 53.0 ± 27.
Ran 1000 trials (size 21×21, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 16, 232, 55.7 ± 27.
Ran 1000 trials (size 22×22, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 17, 209, 58.5 ± 27.
Ran 1000 trials (size 23×23, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 18, 260, 64.5 ± 32.
Ran 1000 trials (size 24×24, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 18, 239, 67.9 ± 33.
Ran 1000 trials (size 25×25, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 20, 323, 69.5 ± 34.
Ran 1000 trials (size 26×26, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 18, 340, 73.6 ± 36.
Ran 1000 trials (size 27×27, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 23, 288, 79.3 ± 37.
Ran 1000 trials (size 28×28, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 23, 296, 80.4 ± 36.
Ran 1000 trials (size 29×29, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 23, 313, 84.5 ± 39.
Ran 1000 trials (size 30×30, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 27, 359, 89.0 ± 44.
Ran 1000 trials (size 31×31, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 30, 394, 91.3 ± 42.
Ran 1000 trials (size 32×32, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 27, 347, 97.3 ± 43.
Ran 1000 trials (size 33×33, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 32, 421, 99.0 ± 45.
Ran 1000 trials (size 34×34, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 30, 333, 102.6 ± 46.
Ran 1000 trials (size 35×35, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 31, 482, 108.1 ± 50.
Ran 1000 trials (size 36×36, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 33, 566, 108.3 ± 46.
Ran 1000 trials (size 37×37, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 30, 479, 112.4 ± 50.
Ran 1000 trials (size 38×38, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 38, 470, 116.1 ± 53.
Ran 1000 trials (size 39×39, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 41, 773, 120.8 ± 58.
Ran 1000 trials (size 40×40, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 42, 432, 122.9 ± 51.
Ran 1000 trials (size 41×41, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 43, 464, 127.6 ± 55.
Ran 1000 trials (size 42×42, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 44, 365, 130.8 ± 55.
Ran 1000 trials (size 43×43, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 39, 492, 134.0 ± 60.
Ran 1000 trials (size 44×44, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 46, 510, 139.1 ± 60.
Ran 1000 trials (size 45×45, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 42, 532, 141.0 ± 62.
Ran 1000 trials (size 46×46, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 36, 524, 145.0 ± 66.
Ran 1000 trials (size 47×47, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 41, 910, 149.0 ± 66.
Ran 1000 trials (size 48×48, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 37, 566, 149.4 ± 65.
Ran 1000 trials (size 49×49, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 48, 495, 158.7 ± 66.
Ran 1000 trials (size 50×50, density 0.120, threshold 0.900). Steps (min, max, mean±stddev): 50, 611, 156.9 ± 69.
Ran 1000 trials (size 10×10, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 2, 86, 16.1 ± 10.
Ran 1000 trials (size 11×11, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 3, 130, 19.0 ± 12.
Ran 1000 trials (size 12×12, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 4, 109, 21.9 ± 13.
Ran 1000 trials (size 13×13, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 4, 135, 25.6 ± 15.
Ran 1000 trials (size 14×14, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 6, 132, 29.0 ± 16.
Ran 1000 trials (size 15×15, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 8, 155, 31.5 ± 18.
Ran 1000 trials (size 16×16, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 8, 145, 34.3 ± 18.
Ran 1000 trials (size 17×17, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 9, 161, 38.7 ± 21.
Ran 1000 trials (size 18×18, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 10, 219, 41.3 ± 21.
Ran 1000 trials (size 19×19, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 11, 191, 44.0 ± 22.
Ran 1000 trials (size 20×20, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 13, 200, 48.1 ± 25.
Ran 1000 trials (size 21×21, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 13, 170, 50.2 ± 25.
Ran 1000 trials (size 22×22, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 14, 200, 53.6 ± 26.
Ran 1000 trials (size 23×23, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 15, 274, 56.5 ± 28.
Ran 1000 trials (size 24×24, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 14, 300, 58.4 ± 29.
Ran 1000 trials (size 25×25, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 18, 410, 63.7 ± 33.
Ran 1000 trials (size 26×26, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 19, 270, 66.2 ± 31.
Ran 1000 trials (size 27×27, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 22, 232, 68.3 ± 30.
Ran 1000 trials (size 28×28, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 18, 306, 71.9 ± 34.
Ran 1000 trials (size 29×29, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 25, 279, 74.0 ± 33.
Ran 1000 trials (size 30×30, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 24, 254, 78.3 ± 35.
Ran 1000 trials (size 31×31, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 21, 351, 80.9 ± 38.
Ran 1000 trials (size 32×32, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 24, 534, 84.9 ± 41.
Ran 1000 trials (size 33×33, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 26, 531, 85.3 ± 41.
Ran 1000 trials (size 34×34, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 25, 437, 91.5 ± 43.
Ran 1000 trials (size 35×35, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 29, 268, 90.3 ± 37.
Ran 1000 trials (size 36×36, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 32, 495, 95.0 ± 44.
Ran 1000 trials (size 37×37, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 33, 313, 99.2 ± 44.
Ran 1000 trials (size 38×38, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 37, 452, 101.1 ± 45.
Ran 1000 trials (size 39×39, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 38, 322, 103.9 ± 45.
Ran 1000 trials (size 40×40, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 37, 519, 107.0 ± 49.
Ran 1000 trials (size 41×41, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 41, 465, 110.9 ± 50.
Ran 1000 trials (size 42×42, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 34, 527, 114.5 ± 54.
Ran 1000 trials (size 43×43, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 34, 348, 112.5 ± 44.
Ran 1000 trials (size 44×44, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 36, 464, 123.3 ± 54.
Ran 1000 trials (size 45×45, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 41, 336, 119.5 ± 47.
Ran 1000 trials (size 46×46, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 47, 422, 124.5 ± 52.
Ran 1000 trials (size 47×47, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 46, 460, 128.8 ± 55.
Ran 1000 trials (size 48×48, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 44, 420, 131.3 ± 58.
Ran 1000 trials (size 49×49, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 54, 381, 132.2 ± 54.
Ran 1000 trials (size 50×50, density 0.130, threshold 0.900). Steps (min, max, mean±stddev): 46, 574, 134.0 ± 57.
Ran 1000 trials (size 10×10, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 1, 84, 15.0 ± 10.
Ran 1000 trials (size 11×11, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 3, 117, 17.8 ± 11.
Ran 1000 trials (size 12×12, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 2, 121, 20.2 ± 12.
Ran 1000 trials (size 13×13, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 5, 121, 22.8 ± 13.
Ran 1000 trials (size 14×14, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 4, 144, 25.6 ± 14.
Ran 1000 trials (size 15×15, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 6, 102, 28.2 ± 15.
Ran 1000 trials (size 16×16, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 8, 177, 31.6 ± 18.
Ran 1000 trials (size 17×17, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 9, 131, 34.2 ± 18.
Ran 1000 trials (size 18×18, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 8, 119, 36.7 ± 18.
Ran 1000 trials (size 19×19, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 10, 154, 40.8 ± 21.
Ran 1000 trials (size 20×20, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 8, 194, 41.6 ± 21.
Ran 1000 trials (size 21×21, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 13, 191, 45.3 ± 22.
Ran 1000 trials (size 22×22, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 13, 173, 47.1 ± 22.
Ran 1000 trials (size 23×23, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 15, 237, 51.4 ± 26.
Ran 1000 trials (size 24×24, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 14, 184, 52.1 ± 24.
Ran 1000 trials (size 25×25, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 16, 218, 57.1 ± 29.
Ran 1000 trials (size 26×26, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 17, 200, 57.4 ± 26.
Ran 1000 trials (size 27×27, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 17, 294, 62.5 ± 30.
Ran 1000 trials (size 28×28, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 19, 242, 64.9 ± 31.
Ran 1000 trials (size 29×29, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 22, 270, 65.0 ± 29.
Ran 1000 trials (size 30×30, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 21, 226, 69.5 ± 31.
Ran 1000 trials (size 31×31, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 23, 339, 71.8 ± 33.
Ran 1000 trials (size 32×32, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 22, 347, 73.7 ± 36.
Ran 1000 trials (size 33×33, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 19, 278, 75.1 ± 33.
Ran 1000 trials (size 34×34, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 22, 348, 78.0 ± 35.
Ran 1000 trials (size 35×35, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 20, 314, 79.9 ± 35.
Ran 1000 trials (size 36×36, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 29, 318, 84.1 ± 38.
Ran 1000 trials (size 37×37, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 29, 327, 85.9 ± 37.
Ran 1000 trials (size 38×38, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 31, 352, 89.4 ± 40.
Ran 1000 trials (size 39×39, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 20, 636, 92.4 ± 44.
Ran 1000 trials (size 40×40, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 31, 347, 92.8 ± 41.
Ran 1000 trials (size 41×41, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 34, 406, 94.8 ± 42.
Ran 1000 trials (size 42×42, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 40, 433, 100.1 ± 45.
Ran 1000 trials (size 43×43, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 36, 470, 100.9 ± 43.
Ran 1000 trials (size 44×44, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 29, 341, 102.7 ± 43.
Ran 1000 trials (size 45×45, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 34, 341, 104.5 ± 43.
Ran 1000 trials (size 46×46, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 35, 374, 106.3 ± 42.
Ran 1000 trials (size 47×47, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 44, 331, 111.8 ± 46.
Ran 1000 trials (size 48×48, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 41, 382, 110.3 ± 46.
Ran 1000 trials (size 49×49, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 44, 357, 114.2 ± 47.
Ran 1000 trials (size 50×50, density 0.140, threshold 0.900). Steps (min, max, mean±stddev): 46, 399, 118.5 ± 53.
Ran 1000 trials (size 10×10, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 2, 95, 13.9 ± 9.
Ran 1000 trials (size 11×11, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 3, 65, 15.9 ± 9.
Ran 1000 trials (size 12×12, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 3, 122, 18.5 ± 11.
Ran 1000 trials (size 13×13, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 3, 109, 20.8 ± 12.
Ran 1000 trials (size 14×14, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 5, 109, 24.0 ± 14.
Ran 1000 trials (size 15×15, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 7, 145, 26.6 ± 14.
Ran 1000 trials (size 16×16, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 6, 130, 28.1 ± 15.
Ran 1000 trials (size 17×17, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 9, 127, 30.5 ± 16.
Ran 1000 trials (size 18×18, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 9, 139, 34.1 ± 18.
Ran 1000 trials (size 19×19, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 10, 140, 35.7 ± 18.
Ran 1000 trials (size 20×20, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 9, 145, 37.7 ± 19.
Ran 1000 trials (size 21×21, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 11, 146, 40.0 ± 20.
Ran 1000 trials (size 22×22, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 11, 143, 42.1 ± 20.
Ran 1000 trials (size 23×23, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 13, 174, 46.4 ± 22.
Ran 1000 trials (size 24×24, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 15, 331, 46.8 ± 25.
Ran 1000 trials (size 25×25, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 14, 266, 49.7 ± 24.
Ran 1000 trials (size 26×26, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 16, 196, 51.3 ± 23.
Ran 1000 trials (size 27×27, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 18, 210, 55.0 ± 26.
Ran 1000 trials (size 28×28, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 18, 191, 55.4 ± 25.
Ran 1000 trials (size 29×29, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 18, 206, 59.0 ± 26.
Ran 1000 trials (size 30×30, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 19, 315, 60.6 ± 28.
Ran 1000 trials (size 31×31, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 21, 262, 62.3 ± 27.
Ran 1000 trials (size 32×32, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 20, 261, 65.5 ± 29.
Ran 1000 trials (size 33×33, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 20, 221, 65.8 ± 28.
Ran 1000 trials (size 34×34, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 22, 357, 69.7 ± 32.
Ran 1000 trials (size 35×35, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 26, 243, 70.0 ± 30.
Ran 1000 trials (size 36×36, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 18, 238, 73.8 ± 32.
Ran 1000 trials (size 37×37, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 25, 294, 76.7 ± 35.
Ran 1000 trials (size 38×38, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 27, 256, 78.2 ± 32.
Ran 1000 trials (size 39×39, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 29, 427, 79.6 ± 35.
Ran 1000 trials (size 40×40, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 28, 276, 81.6 ± 35.
Ran 1000 trials (size 41×41, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 29, 406, 84.5 ± 38.
Ran 1000 trials (size 42×42, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 30, 300, 86.5 ± 37.
Ran 1000 trials (size 43×43, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 31, 365, 86.7 ± 36.
Ran 1000 trials (size 44×44, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 32, 365, 90.8 ± 40.
Ran 1000 trials (size 45×45, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 28, 244, 91.4 ± 35.
Ran 1000 trials (size 46×46, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 33, 426, 93.4 ± 38.
Ran 1000 trials (size 47×47, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 30, 455, 94.5 ± 41.
Ran 1000 trials (size 48×48, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 37, 304, 96.9 ± 39.
Ran 1000 trials (size 49×49, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 38, 443, 99.7 ± 43.
Ran 1000 trials (size 50×50, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 35, 364, 100.5 ± 41.
